x,y,z
0.8537379163789378,0.8178753598310392,0.12641198844293222
0.9071796636643703,0.7884635369766038,0.064713895826775
0.8008080677716556,0.9417463583731944,0.19274088148795598
0.7298717610081606,0.9507859716205481,0.05296976874946746
0.7710863449815729,0.7930993249655576,0.21076181344565093
0.9439027258453045,0.8913218509458444,0.12191568006940856
0.7676143919114533,0.7676659728907396,0.17865674880164562
0.8048120768720437,0.8038035211085863,0.002293543400037179
0.9057125386383824,0.9007464746993503,0.2061801760330081
0.8088095689620026,0.8351847897236913,0.15844452143354715
