x,y,z
0.9209007926438413,0.5607261465240269,0.4313657593941822
0.8973720224472748,0.663618338761549,0.41018933030781757
0.8608812862632189,0.6237276981650839,0.4211729924805383
0.9323683132482347,0.586542420510834,0.42227491159143393
0.8444737854012673,0.7108176837676947,0.371589317380725
0.9853480801121801,0.7185242361871779,0.289353848795761
0.953158230643214,0.5925758937286286,0.28527293006184073
0.7700129319542152,0.5991160934439581,0.2656205527032077
0.8861686949935077,0.5623621372957643,0.2495300810892197
0.8045590329187942,0.6782710686238068,0.4195542645016628
