x,y,z
0.05906240820208197,0.06158768247158386,0.6817406956025606
0.060291260194971,0.23351039727061207,0.7103049979145271
0.20545645283665825,0.14473083551951782,0.6039231111898287
0.011655052357283813,0.20368861619126233,0.6501936779534602
0.15671226978207042,0.019089679565720274,0.5113702083935963
0.11012855981744407,0.16128288650076283,0.5644859379968797
0.26655468982987507,0.07085093101765905,0.5450294984219228
0.06490310284260459,0.2131605737083162,0.7204578206960924
0.11755835855723762,0.214874106770664,0.5930988880550446
0.07516279474628207,0.1278711890967147,0.5179148566953535
