x,y,z
0.6321441012767851,0.49819044994808925,0.6397813885810235
0.5583519954123305,0.2960082632677964,0.7539735808430517
0.6523843696067996,0.25581020292030165,0.7040118784397382
0.7159735357583846,0.2938715848986825,0.7238410520215023
0.7105939631302579,0.39950437478202294,0.7221189620628988
0.5477997450465786,0.25833735414587455,0.6016183622192461
0.7276505614431952,0.4790580309089286,0.7687231698489291
0.717575687734642,0.4010101635376626,0.7003295985233678
0.7085877153103012,0.3608634770014323,0.5701873213980683
0.6127163727627538,0.3600475500945367,0.7594253808546114
