x,y,z
0.5874067655501751,0.04162553516864187,0.47657957298928966
0.5791920267717255,0.15275564188735824,0.4399619814549358
0.5799980185785987,0.14542248085122667,0.38318627472874
0.5063648026091664,0.07958809877702311,0.49198945622662227
0.6813209349675704,0.1462781663670376,0.41288217440879615
0.6710965357577036,0.12410320210083714,0.26752673342430144
0.6066746506373681,0.028997954622108968,0.3946445704767897
0.6040614819408685,0.16941189950408087,0.4448651550184447
0.5866749343318971,0.21558047520999357,0.4323719947158784
0.6046407069594721,0.027761284868089042,0.38415109761374044
