x,y,z
0.42690125095846565,0.913701345512921,0.9220248165882052
0.39035314328519466,0.9202401173096569,0.7480052415489158
0.4290308772016137,0.7543102561453041,0.7830573347822062
0.4205646692755205,0.8451162317163485,0.926798166243483
0.2906798563343256,0.8842541072449608,0.9805803460882347
0.39968766653903287,0.8059781591099673,0.8208200661808696
0.3260546217298331,0.9509576358842263,0.7533813500105973
0.39441455045900997,0.7554943533925654,0.96071422708129
0.3054547919106211,0.8337294785297026,0.9855744131104544
0.3653599607441471,0.7880126267912428,0.8648551336311902
